"Catalog","Key","File","Line","Text"
"Translation","setting_canon_dragon_egg_hatch_likelihood_less_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","199","Менее вероятно"
"Translation","setting_canon_dragon_egg_hatch_likelihood_default","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","200","По умолчанию"
"Translation","setting_canon_dragon_egg_hatch_likelihood_more_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","201","Более вероятно"
"Translation","setting_canon_dragon_egg_hatch_likelihood_common","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","202","Часто"
"Translation","setting_canon_dragon_egg_hatch_likelihood_guaranteed","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","203","Гарантировано"
"Translation","setting_canon_dragon_egg_hatch_likelihood_less_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","205","Канонические драконьи яйца дают драконов реже обычного. Складывается с обычным правилом вероятности."
"Translation","setting_canon_dragon_egg_hatch_likelihood_default_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","206","Канонические драконьи яйца используют стандартные шансы. Складывается с обычным правилом вероятности."
"Translation","setting_canon_dragon_egg_hatch_likelihood_more_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","207","Канонические драконьи яйца дают драконов чаще обычного. Складывается с обычным правилом вероятности."
"Translation","setting_canon_dragon_egg_hatch_likelihood_common_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","208","Канонические драконьи яйца имеют высокий шанс успешно дать дракона. Складывается с обычным правилом вероятности."
"Translation","setting_canon_dragon_egg_hatch_likelihood_guaranteed_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","209","Канонические драконьи яйца всегда дают драконов."
"Translation","rule_dragon_egg_clutch_size","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","211","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Размер кладки драконьих яиц"
"Translation","setting_dragon_egg_clutch_size_default","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","212","По умолчанию"
"Translation","setting_dragon_egg_clutch_size_plus_one","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","213","+1"
"Translation","setting_dragon_egg_clutch_size_plus_two","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","214","+2"
"Translation","setting_dragon_egg_clutch_size_plus_three","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","215","+3"
"Translation","setting_dragon_egg_clutch_size_default_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","217","Драконы откладывают стандартное количество яиц за кладку."
"Translation","setting_dragon_egg_clutch_size_plus_one_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","218","Драконы откладывают +1 яйцо за кладку. Суммируется с плодовитостью."
"Translation","setting_dragon_egg_clutch_size_plus_two_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","219","Драконы откладывают +2 яйца за кладку. Суммируется с плодовитостью."
"Translation","setting_dragon_egg_clutch_size_plus_three_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","220","Драконы откладывают +3 яйца за кладку. Суммируется с плодовитостью."
"Translation","rule_dragon_egg_clutch_frequency","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","222","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Частота кладок у драконов игрока"
"Translation","setting_dragon_egg_clutch_frequency_less_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","223","Менее вероятно"
"Translation","setting_dragon_egg_clutch_frequency_default","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","224","По умолчанию"
"Translation","setting_dragon_egg_clutch_frequency_more_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","225","Более вероятно"
"Translation","setting_dragon_egg_clutch_frequency_common","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","226","Часто"
"Translation","setting_dragon_egg_clutch_frequency_less_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","228","Драконы реже откладывают кладки."
"Translation","setting_dragon_egg_clutch_frequency_default_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","229","Стандартная вероятность кладок."
"Translation","setting_dragon_egg_clutch_frequency_more_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","230","Драконы чаще откладывают кладки."
"Translation","setting_dragon_egg_clutch_frequency_common_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","231","Драконы часто откладывают кладки."
"Translation","rule_dragon_egg_clutch_frequency_ai","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","233","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Частота кладок у драконов ИИ"
"Translation","setting_dragon_egg_clutch_frequency_less_likely_ai","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","234","Менее вероятно"
"Translation","setting_dragon_egg_clutch_frequency_default_ai","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","235","По умолчанию"
"Translation","setting_dragon_egg_clutch_frequency_more_likely_ai","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","236","Более вероятно"
"Translation","setting_dragon_egg_clutch_frequency_common_ai","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","237","Часто"
"Translation","setting_dragon_egg_clutch_frequency_less_likely_ai_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","239","Драконы реже откладывают кладки."
"Translation","setting_dragon_egg_clutch_frequency_default_ai_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","240","Стандартная вероятность кладок."
"Translation","setting_dragon_egg_clutch_frequency_more_likely_ai_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","241","Драконы чаще откладывают кладки."
