catalog,file,line,key,text,header_valid,closed_quote
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,52,fab_shivers.0120.c,What of Aemon? I named him heir from the day of his birth.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,54,fab_shivers.0121.t,A Conqueror's Law,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,55,fab_shivers.0121.desc,"'The usages of the Andals are not the Conqueror's law,' Alysanne answers. 'Aegon never commanded that every daughter must give way to every son. No such words were set down by his hand, nor spoken from the Iron Throne. The throne is not yet threescore years old, Jaehaerys. Do not make an ancient law of what was never more than an unasked question.'\n\nI remind her that the lords of Westeros gave their swords and seats to sons for thousands of years before our dragons came. She does not yield.\n\n'Our father followed Aegon because he was the elder. Aenys was a son, aye, but Maegor was a son as well. What set one before the other was birth. Aenys came first. If the Conqueror meant the crown to pass by some other rule, he had seven-and-thirty years to proclaim it.'\n\nIt is the sort of answer Barth might give, close-woven and keen enough to draw blood. Yet the lords who bent the knee to Aegon did not cast aside all their old ways when they laid down their swords. A king may speak a new law before sunset. To root out a custom held since the Age of Heroes may take a lifetime - or a war.\n\n#bold The Iron Throne is young. The kingdoms beneath it are old. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,56,fab_shivers.0121.a,Aegon left no such command. That much is true.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,58,fab_shivers.0122.t,The Crown Between Us,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,59,fab_shivers.0122.desc,"The words strike home; I see it before she stills her face. Rhaena is our sister, and elder than us both. If the firstborn must always stand before those born after, I am no rightful king. Rhaena is the queen, and the crown upon my head is hers.\n\n'Perhaps hers was the better claim,' Alysanne says at last. 'Yet there was no peaceful passing of the crown for Rhaena to be denied. Maegor stole our father's throne, slew her husband Aegon beneath the Gods Eye, took Rhaena to wife by force, and kept her daughters as hostages to her obedience. He named Aerea his heir when it pleased him and would have cast her aside the instant a son was born to him. When the usurper died, Rhaena came with us to King's Landing. She raised no banner against you. She gave you her strength.'\n\nHard need does not make my crown weigh any less, I tell her.\n\n'No. But a choice made with Maegor's blood still wet upon the throne is no holy writ. The realm had been torn open, and it cried out for a king all men would follow. Must our daughter be robbed of her place because our sister would not begin another war for hers?'\n\nFor a long while neither of us speaks. The crown stands between us: taken from an uncle's corpse, placed upon my brow with the leave of an elder sister.\n\n#bold Some customs are born in wisdom. Others are born in fear. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,60,fab_shivers.0122.a,Maegor left naught untouched by blood. Not even the succession.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,62,fab_shivers.0123.t,The Son I Named,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,63,fab_shivers.0123.desc,"Aemon is but five. He is solemn where Daenerys is quick, cautious where she is bold, and already follows me through the yard with a wooden sword dragging in the dust. Before court and council I have named him my heir. To unsay those words now would taste of oathbreaking.\n\nAlysanne's face softens. 'I would take nothing from our son. I ask only that you cease taking from our daughter.'\n\n'There is one crown.'\n\n'Yet you and I bear its weight together.' She reaches across the table for my hand. 'Betroth them, if that will quiet your doubts. Daenerys shall bring the elder right, and Aemon the favour of those lords who will have a man. They will rule side by side as we have done. A strong king need not make his queen a shadow.'\n\nIt is the answer I have given her before: Aemon as king, Daenerys as his queen, their claims bound as tightly as their blood. No lord could set one against the other without setting brother against sister, husband against wife. Yet to share a husband's crown is not the same as wearing one's own, and Alysanne knows it.\n\n#bold A marriage may join two claims. It cannot tell us which stands above the other. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,64,fab_shivers.0123.a,"As we have borne the crown together, so might they.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,66,fab_shivers.0124.t,The Queen's Case,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,67,fab_shivers.0124.desc,"The candles gutter as our quarrel goes round the painted table. Alysanne does not press me to speak in haste, but neither will she suffer me to answer with silence. Beyond the door, Daenerys laughs as her hatchling snaps at shadows on the wall. Aemon's voice soon joins hers. They are children still, heedless of crowns. Their mother and father must choose what singers and maesters will one day name their birthright.\n\nAegon left no command. Aenys came before Maegor, but no elder sister stood before him. Maegor so befouled the succession that my own crown may serve any tale a man cares to tell. The lords cling to the ways of their fathers; the gods have sent a sign in living flame; and my queen sits across from me, awaiting the answer of her king and husband.\n\n#bold Before these candles die, House Targaryen must know whose name comes after mine. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,68,fab_shivers.0124.custom,"Aegon may have been silent, but the old laws of the kingdoms are not.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,69,fab_shivers.0124.rhaena,Then answer me plainly: why am I king instead of Rhaena?,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,70,fab_shivers.0124.aemon,"Enough of claims and customs. Aemon is our son, and I have named him heir.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,71,fab_shivers.0124.a,I will honour the laws of the lands I rule. Aemon shall remain my heir.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,72,fab_shivers.0124.a.tt,Prince Aemon is confirmed as heir to the Iron Throne. Queen Alysanne will not soon forget that the King denied her plea.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,73,fab_shivers.0124.b,"Daenerys shall wed Aemon. They will rule together, as we have.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,74,fab_shivers.0124.b.tt,Princess Daenerys and Prince Aemon are betrothed. Aemon remains heir to the Iron Throne.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,75,fab_shivers.0124.c,The gods answered in dragonfire. Daenerys shall be my heir.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,76,fab_shivers.0124.c.tt,"Princess Daenerys is named heir to the Iron Throne, though no marriage is promised for her. Every direct vassal of Andal or First Man heritage loses #N 50#! Opinion of King Jaehaerys for 20 years.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,78,fab_shivers.0130.t,Fire Answers,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,79,fab_shivers.0130.desc,"They carry [daenerys_dragon.GetName] into the chamber beneath a cloak of heavy chains, though the hatchling has eyes only for Daenerys. The instant it sees her, it wrenches free, scrambles across the coverlets, and presses itself against her breast.\n\nSmoke curls from between its teeth. Heat gathers beneath its scales until the furs steam and the maesters draw back in fear. Daenerys ceases to shake. Her little hand closes about one warm horn, and [daenerys_dragon.GetName] folds its wings around her as though it would shield her from winter itself.\n\nAt dawn her lips are red once more. Before midday she wakes and whispers her dragon's name. No egg was needed, for the fire had chosen her long before the cold came.\n\n#bold The bond between dragon and rider has reached where all the wisdom of men could not. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,80,fab_shivers.0130.a,They were bound before this night. Now even death knows it.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,81,fab_shivers.0130.saved_tt,"Daenerys survives the Shivers. [daenerys_dragon.GetName], her existing bonded dragon, remains at her side.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,83,epidemic_the_shivers,The Shivers,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,85,fab_shivers_sickbed_modifier,At Death's Door,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,86,fab_shivers_sickbed_modifier_desc,"Wrapped in furs and watched over day and night, the princess clings to life - the cold cannot take her while her fate is still being decided.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,88,fab_shivers.daenerys_fate_guaranteed_survival_tt,The selected #bold Children of Jaehaerys#! game rule guarantees that Daenerys will survive the Shivers.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,89,fab_shivers.daenerys_fate_guaranteed_death_tt,The selected #bold Children of Jaehaerys#! game rule guarantees that Daenerys will die during the Shivers.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,91,fab_female_heir_outrage_opinion,Set aside the ancient laws of inheritance,True,True
EN,localization/english/sotd/agot_sotd_vulture_l_english.yml,2,fab_vulture.0002.t,A King in the Red Mountains,True,True
EN,localization/english/sotd/agot_sotd_vulture_l_english.yml,3,fab_vulture.0002.desc,"The realm has scarcely finished burying its dead, and now this.\n\nRavens from the stormlands, from the marches, from Blackhaven and Stonehelm and half the holdfasts between: a brigand has crowned himself in the high passes of the Red Mountains. His men paint a vulture on their shields and call him king — the Vulture King, no more name than that. No maester can tell me his house, his birth, or so much as the color of his eyes. He is Dornish, they say, mountain-born, and he has made himself lord of every goat track and hidden spring from Wyl to Kingsgrave.\n\nBroken men flock to him by the hundred — and lately by the thousand. They come down out of the mountains at dusk, burn a village, empty a sept, and are gone into the rocks before any lord can horse his knights.\n\nThe Shivers took my brother and sisters, my friends, near a fifth of my realm. I had hoped the gods were done testing us for a year or two. It seems they are not.",True,True
